"date","steps","floors","rest_hr","exercise_minutes","stand_minutes","walk_hr","run_start_time","run_distance","mi_min_pace","run_duration","run_active_duration","run_avg_hr","max_heartrate","mi_min_max_pace","strava_elev_gain","sleep_start_time","sleep_end_time","sleep_duration","sleep_efficienty","asleep_min","awake_min","time_in_bed","hours_asleep","sleep_start_hour","sleep_end_hour","awake_pct","month","day","week","year","mo_yr","steps_yesterday","steps_7_day_avg","steps_14_day_avg","steps_30_day_avg","steps_100_day_avg","steps_200_day_avg","floors_yesterday","floors7dayAvg","floors14dayAvg","floors30dayAvg","floors100dayAvg","floors200dayAvg","rest_hr_yesterday","rest_hr_7_day_avg","rest_hr_14_day_avg","rest_hr_30_day_avg"
2018-11-21,5003,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November","Wednesday",2018-11-18,2018,"November 2018",11214,NA,NA,NA,NA,NA,23,15.5714285714286,19.5714285714286,22.5333333333333,24.13,21.82,62,NA,NA,NA
2018-11-22,3866,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:56:00","08:09:00",553,97,534,16,553,8.9,"10pm","8am",0.0299625468164794,"November","Thursday",2018-11-18,2018,"November 2018",5003,NA,NA,NA,NA,NA,1,8.85714285714286,17.0714285714286,22.5666666666667,23.92,21.64,62,NA,NA,NA
2018-11-23,3427,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:17:30","09:33:00",615,97,594,21,615,9.9,"11pm","9am",0.0353535353535354,"November","Friday",2018-11-18,2018,"November 2018",3866,NA,NA,NA,NA,NA,2,6.85714285714286,16.4285714285714,22.6,23.64,21.415,61,NA,NA,NA
2018-11-24,8280,19,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:40:30","07:28:30",468,98,458,10,468,7.63333333333333,"11pm","7am",0.0218340611353712,"November","Saturday",2018-11-18,2018,"November 2018",3427,NA,NA,NA,NA,NA,0,5.57142857142857,14.5,22.6,23.61,21.195,62,NA,NA,NA
2018-11-25,7241,16,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:33:00","09:29:00",656,98,642,14,656,10.7,"10pm","9am",0.0218068535825545,"November","Sunday",2018-11-25,2018,"November 2018",8280,NA,NA,NA,NA,NA,19,6.71428571428571,15.7857142857143,21.7666666666667,23.78,21.065,61,NA,NA,NA
2018-11-26,12895,51,62,NA,NA,NA,"11:07:09",2.335082,8.17244676346841,23.7,19.0833333333333,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November","Monday",2018-11-25,2018,"November 2018",7241,NA,NA,NA,NA,NA,16,8.71428571428571,16.6428571428571,21.7,23.61,21.14,62,NA,NA,NA
2018-11-27,11912,46,63,NA,NA,NA,"17:01:03",2.518542,8.13301240691374,24.55,20.4833333333333,149,NA,NA,NA,"21:43:30","06:21:00",517,97,502,15,517,8.36666666666667,"9pm","6am",0.0298804780876494,"November","Tuesday",2018-11-25,2018,"November 2018",12895,7418,NA,NA,NA,NA,51,16,17.8571428571429,23.1,23.89,21.365,62,61.7142857142857,NA,NA
2018-11-28,18205,62,63,NA,NA,NA,"12:49:17",2.310065,8.03729187995432,23.05,18.5666666666667,156,NA,NA,NA,"20:16:30","06:21:00",604,92,557,47,604,9.28333333333333,"8pm","6am",0.0843806104129264,"November","Wednesday",2018-11-25,2018,"November 2018",11912,7517.71428571429,NA,NA,NA,NA,46,19.2857142857143,17.4285714285714,24.2666666666667,24.08,21.43,63,61.8571428571429,NA,NA
2018-11-29,12214,39,63,NA,NA,NA,"17:52:38",2.483198,8.14809505054907,24.6,20.2333333333333,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November","Thursday",2018-11-25,2018,"November 2018",18205,9403.71428571429,NA,NA,NA,NA,62,28,18.4285714285714,24.7666666666667,24.43,21.575,63,62,NA,NA
2018-11-30,13616,41,63,NA,NA,NA,"17:51:09",2.494563,8.09761068371494,24.0833333333333,20.2,167,NA,NA,NA,"22:14:00","06:21:00",487,96,469,18,487,7.81666666666667,"10pm","6am",0.0383795309168444,"November","Friday",2018-11-25,2018,"November 2018",12214,10596.2857142857,NA,NA,NA,NA,39,33.2857142857143,20.0714285714286,24.0666666666667,24.51,21.555,63,62.2857142857143,NA,NA
2018-12-01,6996,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:53:00","07:42:00",589,94,550,34,589,9.16666666666667,"9pm","7am",0.0618181818181818,"December","Saturday",2018-11-25,2018,"December 2018",13616,12051.8571428571,NA,NA,NA,NA,41,39.1428571428571,22.3571428571429,24.6,24.92,21.575,63,62.4285714285714,NA,NA
2018-12-02,5056,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,181,3,187,NA,NA,NA,0.0165745856353591,"December","Sunday",2018-12-02,2018,"December 2018",6996,11868.4285714286,NA,NA,NA,NA,1,36.5714285714286,21.6428571428571,23.2,24.67,21.415,62,62.5714285714286,NA,NA
2018-12-02,5056,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:01:00","03:21:00",320,97,310,10,320,5.16666666666667,"10pm","3am",0.032258064516129,"December","Sunday",2018-12-02,2018,"December 2018",5056,11556.2857142857,NA,NA,NA,NA,2,34.5714285714286,21.6428571428571,21.9333333333333,24.51,21.4,61,62.4285714285714,NA,NA
2018-12-03,771,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:08:00","06:26:00",498,96,475,19,498,7.91666666666667,"10pm","6am",0.04,"December","Monday",2018-12-02,2018,"December 2018",5056,10436.4285714286,8927.21428571429,NA,NA,NA,2,27.5714285714286,21.7857142857143,20.8,24.06,21.31,61,62.2857142857143,62,NA
2018-12-04,9361,28,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Tuesday",2018-12-02,2018,"December 2018",771,8844.85714285714,8181.28571428571,NA,NA,NA,1,21.1428571428571,20.2142857142857,19.8666666666667,23.72,21.215,59,61.7142857142857,61.7857142857143,NA
2018-12-05,9407,22,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:49:00","06:21:30",512,98,504,8,512,8.4,"9pm","6am",0.0158730158730159,"December","Wednesday",2018-12-02,2018,"December 2018",9361,7581.42857142857,8492.57142857143,NA,NA,NA,28,16.2857142857143,22.1428571428571,20.0666666666667,23.79,21.305,59,61.1428571428571,61.5714285714286,NA
2018-12-06,7732,12,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:51:30","04:59:30",428,98,419,9,428,6.98333333333333,"9pm","4am",0.0214797136038186,"December","Thursday",2018-12-02,2018,"December 2018",9407,7180.42857142857,8888.35714285714,NA,NA,NA,22,13.8571428571429,23.5714285714286,20.2333333333333,23.59,21.025,58,60.4285714285714,61.3571428571429,NA
2018-12-07,9017,15,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:20:30","06:21:30",481,97,468,13,481,7.8,"10pm","6am",0.0277777777777778,"December","Friday",2018-12-02,2018,"December 2018",7732,6339.85714285714,9195.85714285714,NA,NA,NA,12,9.71428571428571,24.4285714285714,19.4333333333333,23.54,21.03,59,59.8571428571429,61.1428571428571,NA
2018-12-08,9457,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:12:30","07:03:30",531,99,527,4,531,8.78333333333333,"10pm","7am",0.00759013282732448,"December","Saturday",2018-12-02,2018,"December 2018",9017,6628.57142857143,9248.5,NA,NA,NA,15,11.7142857142857,24.1428571428571,19.5666666666667,23.67,20.95,59,59.4285714285714,61,NA
2018-12-09,3310,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:56:30","09:03:00",546,91,496,48,546,8.26666666666667,"11pm","9am",0.0967741935483871,"December","Sunday",2018-12-09,2018,"December 2018",9457,7257.28571428571,9406.78571428571,NA,NA,NA,5,12.1428571428571,23.3571428571429,18.8333333333333,23.67,20.82,60,59.2857142857143,60.8571428571429,NA
2018-12-10,11184,25,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:44:00","06:27:30",463,99,455,3,463,7.58333333333333,"10pm","6am",0.00659340659340659,"December","Monday",2018-12-09,2018,"December 2018",3310,7007.85714285714,8722.14285714286,NA,NA,NA,2,12.1428571428571,19.8571428571429,18.8666666666667,23.43,20.655,61,59.2857142857143,60.7857142857143,NA
2018-12-11,9416,25,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:49:30","04:05:30",376,94,352,24,376,5.86666666666667,"9pm","4am",0.0681818181818182,"December","Tuesday",2018-12-09,2018,"December 2018",11184,8495.42857142857,8670.14285714286,NA,NA,NA,25,15.5714285714286,18.3571428571429,19.5666666666667,23.28,20.705,60,59.4285714285714,60.5714285714286,NA
2018-12-12,10123,35,60,NA,NA,NA,"16:54:50",2.333125,8.22930618805251,27.3833333333333,19.2,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Wednesday",2018-12-09,2018,"December 2018",9416,8503.28571428571,8042.35714285714,NA,NA,NA,25,15.1428571428571,15.7142857142857,19.2666666666667,23.15,20.755,60,59.5714285714286,60.3571428571429,NA
2018-12-13,11031,57,61,NA,NA,NA,"13:00:20",2.274542,8.19212541836261,26.9833333333333,18.6333333333333,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Thursday",2018-12-09,2018,"December 2018",10123,8605.57142857143,7893,NA,NA,NA,35,17,15.4285714285714,18.7,23.06,20.87,60,59.8571428571429,60.1428571428571,NA
2018-12-14,6787,27,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Friday",2018-12-09,2018,"December 2018",11031,9076.85714285714,7708.35714285714,NA,NA,NA,57,23.4285714285714,16.5714285714286,19,23.58,21.015,61,60.1428571428571,60,NA
2018-12-15,13532,16,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:11:00","07:17:30",546,97,527,18,546,8.78333333333333,"10pm","7am",0.0341555977229602,"December","Saturday",2018-12-09,2018,"December 2018",6787,8758.28571428571,7693.42857142857,NA,NA,NA,27,25.1428571428571,18.4285714285714,19.3666666666667,23.84,21.125,61,60.4285714285714,59.9285714285714,NA
2018-12-16,8198,9,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:47:00","08:01:00",494,98,486,8,494,8.1,"11pm","8am",0.0164609053497942,"December","Sunday",2018-12-16,2018,"December 2018",13532,9340.42857142857,8298.85714285714,NA,NA,NA,16,26.7142857142857,19.4285714285714,19.6,23.44,21.055,62,60.7142857142857,60,NA
2018-12-17,6521,27,59,NA,NA,NA,"16:36:07",2.369556,8.17312047770412,23.6666666666667,19.3666666666667,161,NA,NA,NA,"21:46:00","06:20:30",514,95,486,28,514,8.1,"9pm","6am",0.0576131687242798,"December","Monday",2018-12-16,2018,"December 2018",8198,10038.7142857143,8523.28571428571,NA,NA,NA,9,27.7142857142857,19.9285714285714,19.5333333333333,23,20.95,61,60.7142857142857,60,NA
2018-12-18,10601,15,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:53:00","06:14:00",501,97,485,16,501,8.08333333333333,"9pm","6am",0.0329896907216495,"December","Tuesday",2018-12-16,2018,"December 2018",6521,9372.57142857143,8934,NA,NA,NA,27,28,21.7857142857143,20.3666666666667,22.82,20.945,59,60.5714285714286,60,NA
2018-12-19,14351,37,60,NA,NA,NA,"16:46:15",2.344216,8.22592002329706,23.7166666666667,19.2833333333333,164,NA,NA,NA,"21:30:00","05:42:00",492,93,458,34,492,7.63333333333333,"9pm","5am",0.074235807860262,"December","Wednesday",2018-12-16,2018,"December 2018",10601,9541.85714285714,9022.57142857143,8714.3,NA,NA,15,26.5714285714286,20.8571428571429,20.8666666666667,22.56,20.88,59,60.4285714285714,60,60.8666666666667
2018-12-20,7355,37,60,NA,NA,NA,"16:13:22",2.362087,8.14957281421048,25.0833333333333,19.25,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Thursday",2018-12-16,2018,"December 2018",14351,10145.8571428571,9375.71428571429,8818.86666666667,NA,NA,37,26.8571428571429,21.9285714285714,21.3333333333333,22.48,20.905,60,60.4285714285714,60.1428571428571,60.8
2018-12-21,13376,26,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:04:00","06:14:30",490,97,476,14,490,7.93333333333333,"10pm","6am",0.0294117647058824,"December","Friday",2018-12-16,2018,"December 2018",7355,9620.71428571429,9348.78571428571,8897.26666666667,NA,NA,37,24,23.7142857142857,22.5333333333333,22.82,20.88,60,60.2857142857143,60.2142857142857,60.7333333333333
2018-12-22,12763,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:40:00","08:38:30",598,97,578,20,598,9.63333333333333,"10pm","8am",0.0346020761245675,"December","Saturday",2018-12-16,2018,"December 2018",13376,10562,9660.14285714286,9214.26666666667,NA,NA,26,23.8571428571429,24.5,23.3333333333333,23.05,20.845,61,60.2857142857143,60.3571428571429,60.7333333333333
2018-12-23,2465,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:10:30","09:04:30",594,95,565,29,594,9.41666666666667,"11pm","9am",0.0513274336283186,"December","Sunday",2018-12-23,2018,"December 2018",12763,10452.1428571429,9896.28571428571,9525.46666666667,NA,NA,1,21.7142857142857,24.2142857142857,23.3666666666667,23.03,20.785,61,60.1428571428571,60.4285714285714,60.7
2018-12-24,3144,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:40:00","08:26:00",466,97,454,12,466,7.56666666666667,"12am","8am",0.026431718061674,"December","Monday",2018-12-23,2018,"December 2018",2465,9633.14285714286,9835.92857142857,9331.63333333333,NA,NA,0,20.4285714285714,24.0714285714286,22.7333333333333,22.89,20.72,59,59.8571428571429,60.2857142857143,60.6333333333333
2018-12-25,4634,8,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:53:00","08:30:00",577,98,566,11,577,9.43333333333333,"10pm","8am",0.019434628975265,"December","Tuesday",2018-12-23,2018,"December 2018",3144,9150.71428571429,9261.64285714286,9195.06666666667,NA,NA,0,16.5714285714286,22.2857142857143,22.2,22.57,20.565,60,60,60.2857142857143,60.5666666666667
2018-12-26,7975,10,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Wednesday",2018-12-23,2018,"December 2018",4634,8298.28571428571,8920.07142857143,8919.7,NA,NA,8,15.5714285714286,21.0714285714286,20.7666666666667,22.53,20.43,61,60.2857142857143,60.3571428571429,60.5333333333333
2018-12-27,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Thursday",2018-12-23,2018,"December 2018",7975,7387.42857142857,8766.64285714286,8788.46666666667,NA,NA,10,11.7142857142857,19.2857142857143,19.5666666666667,22.61,20.395,61,60.4285714285714,60.4285714285714,60.4666666666667
2018-12-28,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Friday",2018-12-23,2018,"December 2018",NA,NA,NA,NA,NA,NA,0,6.42857142857143,15.2142857142857,17.5,22.44,20.305,NA,NA,NA,NA
2018-12-29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Saturday",2018-12-23,2018,"December 2018",NA,NA,NA,NA,NA,NA,0,2.71428571428571,13.2857142857143,16.2,22.42,20.2,NA,NA,NA,NA
2018-12-30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Sunday",2018-12-30,2018,"December 2018",NA,NA,NA,NA,NA,NA,0,2.57142857142857,12.1428571428571,14.8333333333333,22.36,20.03,NA,NA,NA,NA
2018-12-31,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December","Monday",2018-12-30,2018,"December 2018",NA,NA,NA,NA,NA,NA,0,2.57142857142857,11.5,14.8,22.2,19.965,NA,NA,NA,NA
2019-01-01,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Tuesday",2018-12-30,2019,"January 2019",NA,NA,NA,NA,NA,NA,0,2.57142857142857,9.57142857142857,14.7333333333333,21.74,19.89,NA,NA,NA,NA
2019-01-02,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Wednesday",2018-12-30,2019,"January 2019",NA,NA,NA,NA,NA,NA,0,1.42857142857143,8.5,14.6666666666667,21.49,19.85,NA,NA,NA,NA
2019-01-03,7050,9,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Thursday",2018-12-30,2019,"January 2019",NA,NA,NA,NA,NA,NA,0,0,5.85714285714286,14.6333333333333,21.07,19.83,NA,NA,NA,NA
2019-01-04,8372,9,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20:22:00","10:46:00",864,95,815,46,864,13.5833333333333,"8pm","10am",0.056441717791411,"January","Friday",2018-12-30,2019,"January 2019",7050,NA,NA,NA,NA,NA,9,1.28571428571429,3.85714285714286,14,20.74,19.84,62,NA,NA,NA
2019-01-05,5471,2,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,69,3,72,NA,NA,NA,0.0434782608695652,"January","Saturday",2018-12-30,2019,"January 2019",8372,NA,NA,NA,NA,NA,9,2.57142857142857,2.64285714285714,13.5666666666667,20.62,19.79,64,NA,NA,NA
2019-01-06,2202,2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,99,11,115,NA,NA,NA,0.111111111111111,"January","Sunday",2019-01-06,2019,"January 2019",5471,NA,NA,NA,NA,NA,2,2.85714285714286,2.71428571428571,13.2333333333333,20.47,19.79,64,NA,NA,NA
2019-01-06,2202,2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:44:00","08:29:30",585,98,574,11,585,9.56666666666667,"10pm","8am",0.0191637630662021,"January","Sunday",2019-01-06,2019,"January 2019",2202,NA,NA,NA,NA,NA,2,3.14285714285714,2.85714285714286,12.8,20.41,19.775,65,NA,NA,NA
2019-01-07,10920,31,66,NA,NA,NA,"14:36:55",1.928786,8.28673234528524,21.4,15.9833333333333,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Monday",2019-01-06,2019,"January 2019",2202,NA,NA,NA,NA,NA,2,3.42857142857143,3,12.7,19.95,19.77,65,NA,NA,NA
2019-01-08,8905,31,68,NA,NA,NA,"17:06:36",2.433743,8.2109464036808,25.05,19.9833333333333,163,NA,NA,NA,NA,NA,NA,92,139,12,152,NA,NA,NA,0.0863309352517986,"January","Tuesday",2019-01-06,2019,"January 2019",10920,NA,NA,NA,NA,NA,31,7.85714285714286,4.64285714285714,13.6666666666667,19.68,19.865,66,NA,NA,NA
2019-01-08,8905,31,68,NA,NA,NA,"17:06:36",2.433743,8.2109464036808,25.05,19.9833333333333,163,NA,NA,NA,"22:58:00","06:22:30",444,98,434,10,444,7.23333333333333,"10pm","6am",0.0230414746543779,"January","Tuesday",2019-01-06,2019,"January 2019",8905,6446,NA,NA,NA,NA,31,12.2857142857143,6.14285714285714,13.8666666666667,19.62,19.945,68,64.8571428571429,NA,NA
2019-01-09,10924,21,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Wednesday",2019-01-06,2019,"January 2019",8905,6711,NA,NA,NA,NA,31,15.4285714285714,8.35714285714286,14.0666666666667,19.47,20.015,68,65.7142857142857,NA,NA
2019-01-10,5406,2,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Thursday",2019-01-06,2019,"January 2019",10924,7075.57142857143,NA,NA,NA,NA,21,17.1428571428571,9.85714285714286,13.6,19.22,20.075,68,66.2857142857143,NA,NA
2019-01-11,13520,41,66,NA,NA,NA,"11:45:10",2.311706,8.29113506071562,26.3,19.1666666666667,158,NA,NA,NA,"22:03:00","05:15:30",432,95,412,20,432,6.86666666666667,"10pm","5am",0.0485436893203883,"January","Friday",2019-01-06,2019,"January 2019",5406,7066.28571428571,NA,NA,NA,NA,2,17.1428571428571,10,11.7666666666667,18.87,20.055,67,66.7142857142857,NA,NA
2019-01-12,6140,4,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20:32:30","08:08:00",695,94,644,42,695,10.7333333333333,"8pm","8am",0.0652173913043478,"January","Saturday",2019-01-06,2019,"January 2019",13520,8683.14285714286,NA,NA,NA,NA,41,22.7142857142857,12.9285714285714,12.2333333333333,19.23,20.22,66,66.8571428571429,NA,NA
2019-01-13,4843,3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:26:00","09:48:30",682,97,664,18,682,11.0666666666667,"10pm","9am",0.0271084337349398,"January","Sunday",2019-01-13,2019,"January 2019",6140,9245.71428571429,NA,NA,NA,NA,4,23,13.2142857142857,11.8333333333333,19.19,20.195,66,67,NA,NA
2019-01-14,7472,15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Monday",2019-01-13,2019,"January 2019",4843,8377.57142857143,NA,NA,NA,NA,3,19,13.4285714285714,11.6333333333333,18.7,20.2,65,66.8571428571429,NA,NA
2019-01-15,8325,23,63,NA,NA,NA,"16:42:41",2.013821,8.29269334265558,22.1833333333333,16.7,160,NA,NA,NA,"22:19:00","06:22:00",483,99,476,7,483,7.93333333333333,"10pm","6am",0.0147058823529412,"January","Tuesday",2019-01-13,2019,"January 2019",7472,8172.85714285714,7309.42857142857,NA,NA,NA,15,16.7142857142857,14.5,11.2333333333333,18.7,20.13,65,66.4285714285714,65.6428571428571,NA
2019-01-16,7572,32,64,NA,NA,NA,"15:51:13",2.073913,8.21313783815104,25.35,17.0333333333333,159,NA,NA,NA,"22:05:00","06:21:30",496,99,490,6,496,8.16666666666667,"10pm","6am",0.0122448979591837,"January","Wednesday",2019-01-13,2019,"January 2019",8325,8090,7400.5,NA,NA,NA,23,15.5714285714286,15.5,11.5,18.38,20.225,63,65.7142857142857,65.7142857142857,NA
2019-01-17,7866,32,65,NA,NA,NA,"17:48:33",2.40498,8.1428258585657,25.3333333333333,19.5833333333333,154,NA,NA,NA,NA,NA,NA,98,83,2,85,NA,NA,NA,0.0240963855421687,"January","Thursday",2019-01-13,2019,"January 2019",7572,7611.14285714286,7343.35714285714,NA,NA,NA,32,17.1428571428571,17.1428571428571,11.3333333333333,18.26,20.34,64,65.1428571428571,65.7142857142857,NA
2019-01-17,7866,32,65,NA,NA,NA,"17:48:33",2.40498,8.1428258585657,25.3333333333333,19.5833333333333,154,NA,NA,NA,"21:23:00","04:53:00",450,94,414,26,450,6.9,"9pm","4am",0.0628019323671498,"January","Thursday",2019-01-13,2019,"January 2019",7866,7962.57142857143,7514.42857142857,NA,NA,NA,32,21.4285714285714,19.2857142857143,11.1666666666667,18.2,20.35,65,64.8571428571429,65.7857142857143,NA
2019-01-18,14978,39,66,NA,NA,NA,"11:30:56",2.165379,8.08942299092522,24.2166666666667,17.5166666666667,149,NA,NA,NA,NA,NA,NA,100,122,0,123,NA,NA,NA,0,"January","Friday",2019-01-13,2019,"January 2019",7866,7154.85714285714,7919,NA,NA,NA,32,20.1428571428571,21.4285714285714,11.3666666666667,18.51,20.215,65,64.7142857142857,65.7857142857143,NA
2019-01-18,14978,39,66,NA,NA,NA,"11:30:56",2.165379,8.08942299092522,24.2166666666667,17.5166666666667,149,NA,NA,NA,"22:36:00","06:21:00",465,99,460,5,465,7.66666666666667,"10pm","6am",0.0108695652173913,"January","Friday",2019-01-13,2019,"January 2019",14978,8417.42857142857,8831.57142857143,NA,NA,NA,39,25.1428571428571,24.0714285714286,12.6333333333333,18.87,20.345,66,64.7142857142857,65.8571428571429,NA
2019-01-19,2566,2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Saturday",2019-01-13,2019,"January 2019",14978,9865.28571428571,9121.42857142857,NA,NA,NA,39,30.2857142857143,24.6428571428571,13.9333333333333,18.77,20.365,66,64.8571428571429,65.8571428571429,NA
2019-01-20,4910,3,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:35:00","07:46:30",551,99,546,3,551,9.1,"10pm","7am",0.00549450549450549,"January","Sunday",2019-01-20,2019,"January 2019",2566,9164.42857142857,8668.64285714286,NA,NA,NA,2,28.4285714285714,22.5714285714286,14,18.27,20.37,65,64.8571428571429,65.6428571428571,NA
2019-01-21,7961,16,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:06:00","09:17:00",611,92,565,46,611,9.41666666666667,"11pm","9am",0.0814159292035398,"January","Monday",2019-01-20,2019,"January 2019",4910,8676.57142857143,8383.28571428571,NA,NA,NA,3,25.5714285714286,20.5714285714286,13.8333333333333,18.05,20.355,64,65,65.3571428571429,NA
2019-01-22,13718,48,61,NA,NA,NA,"16:44:15",2.250103,8.14777516110744,23.9333333333333,18.3333333333333,158,NA,NA,NA,"22:25:00","06:21:00",476,97,462,14,476,7.7,"10pm","6am",0.0303030303030303,"January","Tuesday",2019-01-20,2019,"January 2019",7961,8732.14285714286,8171.64285714286,NA,NA,NA,16,23.2857142857143,20.2142857142857,14.0333333333333,18.2,20.42,63,64.8571428571429,65,NA
2019-01-23,16081,64,63,NA,NA,NA,"18:28:46",2.121312,8.00605160077034,21.8666666666667,16.9833333333333,154,NA,NA,NA,"20:53:30","02:58:30",365,95,346,19,365,5.76666666666667,"8pm","2am",0.0549132947976879,"January","Wednesday",2019-01-20,2019,"January 2019",13718,9568.14285714286,8765.35714285714,NA,NA,NA,48,25.5714285714286,23.5,15.6333333333333,18.67,20.635,61,64.2857142857143,64.5714285714286,NA
2019-01-24,20112,62,63,NA,NA,NA,"17:02:22",1.911791,7.98553119387353,19.4333333333333,15.2666666666667,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January","Thursday",2019-01-20,2019,"January 2019",16081,10741.7142857143,8948.28571428571,NA,NA,NA,64,30.1428571428571,25.1428571428571,17.7666666666667,19.31,20.925,63,64,64.3571428571429,NA
