"date","steps","floors","rest_hr","exercise_minutes","stand_minutes","walk_hr","run_start_time","run_distance","mi_min_pace","run_duration","run_active_duration","run_avg_hr","max_heartrate","mi_min_max_pace","strava_elev_gain","sleep_start_time","sleep_end_time","sleep_duration","sleep_efficienty","asleep_min","awake_min","time_in_bed","hours_asleep","sleep_start_hour","sleep_end_hour","awake_pct","month","day","week","year","mo_yr","steps_yesterday","steps_7_day_avg","steps_14_day_avg","steps_30_day_avg","steps_100_day_avg","steps_200_day_avg","floors_yesterday","floors7dayAvg","floors14dayAvg","floors30dayAvg","floors100dayAvg","floors200dayAvg","rest_hr_yesterday","rest_hr_7_day_avg","rest_hr_14_day_avg","rest_hr_30_day_avg"
2018-02-10,9430,2,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:14:30","09:12:00",657,98,643,14,657,10.7166666666667,"10pm","9am",0.0217729393468118,"February","Saturday",2018-02-04,2018,"February 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-11,3780,2,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:19:00","09:19:30",660,93,615,44,660,10.25,"10pm","9am",0.0715447154471545,"February","Sunday",2018-02-11,2018,"February 2018",9430,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,59,NA,NA,NA
2018-02-12,15749,37,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February","Monday",2018-02-11,2018,"February 2018",3780,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,62,NA,NA,NA
2018-02-13,16648,43,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:34:30","06:21:30",467,93,434,33,467,7.23333333333333,"10pm","6am",0.076036866359447,"February","Tuesday",2018-02-11,2018,"February 2018",15749,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,62,NA,NA,NA
2018-02-14,14360,32,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:52:00","06:24:30",512,98,502,10,512,8.36666666666667,"9pm","6am",0.0199203187250996,"February","Wednesday",2018-02-11,2018,"February 2018",16648,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,60,NA,NA,NA
2018-02-15,14293,34,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:22:00","06:24:30",542,94,511,30,542,8.51666666666667,"9pm","6am",0.0587084148727984,"February","Thursday",2018-02-11,2018,"February 2018",14360,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,60,NA,NA,NA
2018-02-16,16060,41,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February","Friday",2018-02-11,2018,"February 2018",14293,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,61,NA,NA,NA
2018-02-17,20524,5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February","Saturday",2018-02-11,2018,"February 2018",16060,12902.8571428571,NA,NA,NA,NA,41,27.2857142857143,NA,NA,NA,NA,61,60.7142857142857,NA,NA
2018-02-18,8159,5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February","Sunday",2018-02-18,2018,"February 2018",20524,14487.7142857143,NA,NA,NA,NA,5,27.7142857142857,NA,NA,NA,NA,61,61,NA,NA
2018-02-19,13959,53,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:55:00","06:22:30",507,98,498,9,507,8.3,"9pm","6am",0.0180722891566265,"February","Monday",2018-02-18,2018,"February 2018",8159,15113.2857142857,NA,NA,NA,NA,5,28.1428571428571,NA,NA,NA,NA,61,60.8571428571429,NA,NA
2018-02-20,16814,40,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:38:00","06:20:30",462,97,446,16,462,7.43333333333333,"10pm","6am",0.0358744394618834,"February","Tuesday",2018-02-18,2018,"February 2018",13959,14857.5714285714,NA,NA,NA,NA,53,30.4285714285714,NA,NA,NA,NA,58,60.2857142857143,NA,NA
2018-02-21,10693,21,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February","Wednesday",2018-02-18,2018,"February 2018",16814,14881.2857142857,NA,NA,NA,NA,40,30,NA,NA,NA,NA,57,59.8571428571429,NA,NA
2018-02-22,10426,27,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:38:00","06:17:00",459,94,432,27,459,7.2,"10pm","6am",0.0625,"February","Thursday",2018-02-18,2018,"February 2018",10693,14357.4285714286,NA,NA,NA,NA,21,28.4285714285714,NA,NA,NA,NA,57,59.4285714285714,NA,NA
2018-02-23,13901,31,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February","Friday",2018-02-18,2018,"February 2018",10426,13805,NA,NA,NA,NA,27,27.4285714285714,NA,NA,NA,NA,57,58.8571428571429,NA,NA
2018-02-24,10054,17,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:08:00","08:39:00",691,94,647,42,691,10.7833333333333,"9pm","8am",0.0649149922720247,"February","Saturday",2018-02-18,2018,"February 2018",13901,13496.5714285714,13199.7142857143,NA,NA,NA,31,26,26.6428571428571,NA,NA,NA,57,58.2857142857143,59.5,NA
2018-02-25,3103,4,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,114,8,122,NA,NA,NA,0.0701754385964912,"February","Sunday",2018-02-25,2018,"February 2018",10054,12000.8571428571,13244.2857142857,NA,NA,NA,17,27.7142857142857,27.7142857142857,NA,NA,NA,58,57.8571428571429,59.4285714285714,NA
2018-02-26,14663,34,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:57:00","06:25:30",508,95,481,25,508,8.01666666666667,"9pm","6am",0.051975051975052,"February","Monday",2018-02-25,2018,"February 2018",3103,11278.5714285714,13195.9285714286,NA,NA,NA,4,27.5714285714286,27.8571428571429,NA,NA,NA,58,57.4285714285714,59.1428571428571,NA
2018-02-27,13804,28,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February","Tuesday",2018-02-25,2018,"February 2018",14663,11379.1428571429,13118.3571428571,NA,NA,NA,34,24.8571428571429,27.6428571428571,NA,NA,NA,57,57.2857142857143,58.7857142857143,NA
2018-02-28,14446,36,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:52:00","06:21:30",509,98,501,8,509,8.35,"9pm","6am",0.0159680638722555,"February","Wednesday",2018-02-25,2018,"February 2018",13804,10949.1428571429,12915.2142857143,NA,NA,NA,28,23.1428571428571,26.5714285714286,NA,NA,NA,57,57.2857142857143,58.5714285714286,NA
2018-03-01,10804,25,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Thursday",2018-02-25,2018,"March 2018",14446,11485.2857142857,12921.3571428571,NA,NA,NA,36,25.2857142857143,26.8571428571429,NA,NA,NA,58,57.4285714285714,58.4285714285714,NA
2018-03-02,15383,36,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Friday",2018-02-25,2018,"March 2018",10804,11539.2857142857,12672.1428571429,NA,NA,NA,25,25,26.2142857142857,NA,NA,NA,58,57.5714285714286,58.2142857142857,NA
2018-03-03,8025,9,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:47:30","07:50:30",543,96,519,22,543,8.65,"10pm","7am",0.0423892100192678,"March","Saturday",2018-02-25,2018,"March 2018",15383,11751,12623.7857142857,NA,NA,NA,36,25.7142857142857,25.8571428571429,NA,NA,NA,58,57.7142857142857,58,NA
2018-03-04,11125,3,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Sunday",2018-03-04,2018,"March 2018",8025,11461.1428571429,11731,NA,NA,NA,9,24.5714285714286,26.1428571428571,NA,NA,NA,58,57.7142857142857,57.7857142857143,NA
2018-03-05,14553,38,58,NA,NA,NA,"10:02:09",2.12755,8.17842118869122,17.4,17.4,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Monday",2018-03-04,2018,"March 2018",11125,12607.1428571429,11942.8571428571,NA,NA,NA,3,24.4285714285714,26,NA,NA,NA,58,57.7142857142857,57.5714285714286,NA
2018-03-06,14064,28,59,NA,NA,NA,"11:17:09",2.134329,8.23834251108116,17.5833333333333,17.5833333333333,168,NA,NA,NA,"21:36:00","06:21:00",525,97,509,16,525,8.48333333333333,"9pm","6am",0.031434184675835,"March","Tuesday",2018-03-04,2018,"March 2018",14553,12591.4285714286,11985.2857142857,NA,NA,NA,38,25,24.9285714285714,NA,NA,NA,58,57.8571428571429,57.5714285714286,NA
2018-03-07,12038,29,60,NA,NA,NA,"17:21:07",2.161421,8.15050222361431,17.6166666666667,17.6166666666667,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Wednesday",2018-03-04,2018,"March 2018",14064,12628.5714285714,11788.8571428571,NA,NA,NA,28,25,24.0714285714286,NA,NA,NA,59,58.1428571428571,57.7142857142857,NA
2018-03-08,13739,26,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:54:00","07:00:30",546,97,529,17,546,8.81666666666667,"9pm","7am",0.0321361058601134,"March","Thursday",2018-03-04,2018,"March 2018",12038,12284.5714285714,11884.9285714286,NA,NA,NA,29,24,24.6428571428571,NA,NA,NA,60,58.4285714285714,57.9285714285714,NA
2018-03-09,9307,17,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Friday",2018-03-04,2018,"March 2018",13739,12703.8571428571,12121.5714285714,NA,NA,NA,26,24.1428571428571,24.5714285714286,NA,NA,NA,61,58.8571428571429,58.2142857142857,NA
2018-03-10,14278,20,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Saturday",2018-03-04,2018,"March 2018",9307,11835.8571428571,11793.4285714286,NA,NA,NA,17,21.4285714285714,23.5714285714286,NA,NA,NA,60,59.1428571428571,58.4285714285714,NA
2018-03-11,22018,128,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:17:00","07:25:30",488,99,481,7,488,8.01666666666667,"11pm","7am",0.0145530145530146,"March","Sunday",2018-03-11,2018,"March 2018",14278,12729.1428571429,12095.1428571429,NA,NA,NA,20,23,23.7857142857143,NA,NA,NA,60,59.4285714285714,58.5714285714286,NA
2018-03-12,12594,32,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Monday",2018-03-11,2018,"March 2018",22018,14285.2857142857,13446.2142857143,12873.3333333333,NA,NA,128,40.8571428571429,32.6428571428571,28.3666666666667,NA,NA,61,59.8571428571429,58.7857142857143,59.0666666666667
2018-03-13,5342,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Tuesday",2018-03-11,2018,"March 2018",12594,14005.4285714286,13298.4285714286,12978.8,NA,NA,32,40,32.5,29.3666666666667,NA,NA,60,60.1428571428571,59,59.1
2018-03-14,10379,15,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Wednesday",2018-03-11,2018,"March 2018",5342,12759.4285714286,12694,13030.8666666667,NA,NA,2,36.2857142857143,30.6428571428571,29.3666666666667,NA,NA,60,60.2857142857143,59.2142857142857,59.0333333333333
2018-03-15,8275,24,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:14:30","08:45:30",631,95,602,29,631,10.0333333333333,"10pm","8am",0.0481727574750831,"March","Thursday",2018-03-11,2018,"March 2018",10379,12522.4285714286,12403.5,12851.8666666667,NA,NA,15,34.2857142857143,29.1428571428571,28.6333333333333,NA,NA,59,60.1428571428571,59.2857142857143,58.9333333333333
2018-03-16,6793,6,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,72,5,77,NA,NA,NA,0.0694444444444444,"March","Friday",2018-03-11,2018,"March 2018",8275,11741.8571428571,12222.8571428571,12572.7666666667,NA,NA,24,34,29.0714285714286,28,NA,NA,58,59.7142857142857,59.2857142857143,58.8666666666667
2018-03-17,6192,5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Saturday",2018-03-11,2018,"March 2018",6793,11382.7142857143,11609.2857142857,12320.5333333333,NA,NA,6,32.4285714285714,26.9285714285714,27.1333333333333,NA,NA,58,59.4285714285714,59.2857142857143,58.8
2018-03-18,17605,17,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Sunday",2018-03-18,2018,"March 2018",6192,10227.5714285714,11478.3571428571,12050.5,NA,NA,5,30.2857142857143,26.6428571428571,26.1666666666667,NA,NA,59,59.2857142857143,59.3571428571429,58.7333333333333
2018-03-19,14223,34,60,NA,NA,NA,"10:00:58",2.149777,8.39621970092712,18.05,18.05,172,NA,NA,NA,"22:30:00","06:36:30",486,93,438,35,486,7.3,"10pm","6am",0.0799086757990868,"March","Monday",2018-03-18,2018,"March 2018",17605,9597.14285714286,11941.2142857143,12102,NA,NA,17,14.4285714285714,27.6428571428571,25.3666666666667,NA,NA,59,59,59.4285714285714,58.6666666666667
2018-03-20,8882,22,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:12:00","06:21:30",489,96,469,20,489,7.81666666666667,"10pm","6am",0.0426439232409382,"March","Tuesday",2018-03-18,2018,"March 2018",14223,9829.85714285714,11917.6428571429,11891.9666666667,NA,NA,34,14.7142857142857,27.3571428571429,26.3333333333333,NA,NA,60,59,59.5714285714286,58.6333333333333
2018-03-21,17838,42,61,NA,NA,NA,"16:10:42",2.30643,8.29564883102168,19.1333333333333,19.1333333333333,171,NA,NA,NA,NA,NA,NA,89,64,8,72,NA,NA,NA,0.125,"March","Wednesday",2018-03-18,2018,"March 2018",8882,10335.5714285714,11547.5,11916.0666666667,NA,NA,22,17.5714285714286,26.9285714285714,26.9,NA,NA,61,59.1428571428571,59.7142857142857,58.6333333333333
2018-03-22,14254,39,63,NA,NA,NA,"10:13:50",2.831961,8.45115216393634,23.9333333333333,23.9333333333333,175,NA,NA,NA,"20:49:00","06:25:00",576,93,526,37,576,8.76666666666667,"8pm","6am",0.0703422053231939,"March","Thursday",2018-03-18,2018,"March 2018",17838,11401.1428571429,11961.7857142857,12045.3666666667,NA,NA,42,21.4285714285714,27.8571428571429,26.5333333333333,NA,NA,61,59.4285714285714,59.7857142857143,58.7333333333333
2018-03-23,15531,42,63,NA,NA,NA,"08:42:02",2.197591,8.19078709368577,18,18,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Friday",2018-03-18,2018,"March 2018",14254,12255.2857142857,11998.5714285714,11960.0333333333,NA,NA,39,23.5714285714286,28.7857142857143,26.5,NA,NA,63,60.1428571428571,59.9285714285714,58.9333333333333
2018-03-24,8181,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:36:00","09:03:30",627,94,590,36,627,9.83333333333333,"10pm","9am",0.0610169491525424,"March","Saturday",2018-03-18,2018,"March 2018",15531,13503.5714285714,12443.1428571429,12121.3,NA,NA,42,28.7142857142857,30.5714285714286,27.2,NA,NA,63,60.8571428571429,60.1428571428571,59.1333333333333
2018-03-25,6351,3,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:03:00","08:10:30",487,98,467,8,487,7.78333333333333,"12am","8am",0.0171306209850107,"March","Sunday",2018-03-25,2018,"March 2018",8181,13787.7142857143,12007.6428571429,12046.4666666667,NA,NA,1,28.1428571428571,29.2142857142857,26.3333333333333,NA,NA,62,61.2857142857143,60.2857142857143,59.3
2018-03-26,14918,42,61,NA,NA,NA,"09:56:38",1.984635,8.17950571935562,16.2333333333333,16.2333333333333,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Monday",2018-03-25,2018,"March 2018",6351,12180,10888.5714285714,11794.8,NA,NA,3,26.1428571428571,20.2857142857143,25.4,NA,NA,61,61.5714285714286,60.2857142857143,59.4333333333333
2018-03-27,12074,24,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:49:00","06:22:30",513,98,501,12,513,8.35,"9pm","6am",0.0239520958083832,"March","Tuesday",2018-03-25,2018,"March 2018",14918,12279.2857142857,11054.5714285714,11956.9333333333,NA,NA,42,27.2857142857143,21,26.2333333333333,NA,NA,61,61.7142857142857,60.3571428571429,59.5333333333333
2018-03-28,13602,33,59,NA,NA,NA,"15:54:06",2.083402,8.24772815488001,17.1833333333333,17.1833333333333,165,NA,NA,NA,"22:16:00","06:25:30",489,97,476,13,489,7.93333333333333,"10pm","6am",0.0273109243697479,"March","Wednesday",2018-03-25,2018,"March 2018",12074,12735.2857142857,11535.4285714286,12255.9666666667,NA,NA,24,27.5714285714286,22.5714285714286,26.9,NA,NA,60,61.5714285714286,60.3571428571429,59.6
2018-03-29,12778,32,59,NA,NA,NA,"10:21:50",2.152169,8.30170245304466,17.8666666666667,17.8666666666667,168,NA,NA,NA,NA,NA,NA,89,120,15,135,NA,NA,NA,0.125,"March","Thursday",2018-03-25,2018,"March 2018",13602,12130.1428571429,11765.6428571429,12220.6,NA,NA,33,26.2857142857143,23.8571428571429,26.8666666666667,NA,NA,59,61.2857142857143,60.3571428571429,59.6666666666667
2018-03-30,15223,29,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Friday",2018-03-25,2018,"March 2018",12778,11919.2857142857,12087.2857142857,12186.4,NA,NA,32,25.2857142857143,24.4285714285714,27,NA,NA,59,60.7142857142857,60.4285714285714,59.7333333333333
2018-03-31,16555,18,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","Saturday",2018-03-25,2018,"March 2018",15223,11875.2857142857,12689.4285714286,12212.3,NA,NA,29,23.4285714285714,26.0714285714286,26.7666666666667,NA,NA,59,60.1428571428571,60.5,59.7666666666667
2018-04-01,6233,6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:32:30","09:40:30",548,98,539,9,548,8.98333333333333,"12am","9am",0.0166975881261596,"April","Sunday",2018-04-01,2018,"April 2018",16555,13071.5714285714,13429.6428571429,12404,NA,NA,18,25.8571428571429,27,26.5333333333333,NA,NA,60,59.8571428571429,60.5714285714286,59.8333333333333
2018-04-02,8299,10,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:34:30","09:19:30",645,94,599,36,645,9.98333333333333,"10pm","9am",0.0601001669449082,"April","Monday",2018-04-01,2018,"April 2018",6233,13054.7142857143,12617.3571428571,12099,NA,NA,6,26.2857142857143,26.2142857142857,25.5333333333333,NA,NA,61,59.8571428571429,60.7142857142857,59.9333333333333
2018-04-03,9337,17,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","Tuesday",2018-04-01,2018,"April 2018",8299,12109.1428571429,12194.2142857143,12108.1333333333,NA,NA,10,21.7142857142857,24.5,25.5666666666667,NA,NA,62,60,60.8571428571429,60.0666666666667
2018-04-04,13276,40,62,NA,NA,NA,"16:42:54",2.152026,8.16285057274711,17.5666666666667,17.5666666666667,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","Wednesday",2018-04-01,2018,"April 2018",9337,11718.1428571429,12226.7142857143,12048.5333333333,NA,NA,17,20.7142857142857,24.1428571428571,26.0333333333333,NA,NA,62,60.2857142857143,60.9285714285714,60.2
2018-04-05,12823,22,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20:46:30","08:59:00",732,89,650,82,732,10.8333333333333,"8pm","8am",0.126153846153846,"April","Thursday",2018-04-01,2018,"April 2018",13276,11671.5714285714,11900.8571428571,12005.9666666667,NA,NA,40,21.7142857142857,24,26.1,NA,NA,62,60.7142857142857,61,60.3333333333333
2018-04-06,14034,39,61,NA,NA,NA,"09:11:59",2.150976,8.16683527229809,17.5666666666667,17.5666666666667,174,NA,NA,NA,"22:01:30","06:21:30",500,98,488,12,500,8.13333333333333,"10pm","6am",0.0245901639344262,"April","Friday",2018-04-01,2018,"April 2018",12823,11678,11798.6428571429,11964.6,NA,NA,22,20.2857142857143,22.7857142857143,25.9,NA,NA,62,61.1428571428571,60.9285714285714,60.4333333333333
2018-04-07,1944,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,75,2,77,NA,NA,NA,0.0266666666666667,"April","Saturday",2018-04-01,2018,"April 2018",14034,11508.1428571429,11691.7142857143,12031.1333333333,NA,NA,39,21.7142857142857,22.5714285714286,26.2333333333333,NA,NA,61,61.4285714285714,60.7857142857143,60.4666666666667
2018-04-07,1944,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,95,4,99,NA,NA,NA,0.0421052631578947,"April","Saturday",2018-04-01,2018,"April 2018",1944,9420.85714285714,11246.2142857143,11637.9666666667,NA,NA,1,19.2857142857143,22.5714285714286,25.4,NA,NA,61,61.5714285714286,60.7142857142857,60.4666666666667
2018-04-08,7765,9,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","Sunday",2018-04-08,2018,"April 2018",1944,8808.14285714286,10931.4285714286,11392.5333333333,NA,NA,1,18.5714285714286,22.4285714285714,24.8666666666667,NA,NA,61,61.5714285714286,60.7142857142857,60.5
2018-04-09,18019,43,60,NA,NA,NA,"08:50:25",2.125642,8.21712530457465,17.4666666666667,17.4666666666667,173,NA,NA,NA,"22:36:30","06:22:00",465,97,452,13,465,7.53333333333333,"10pm","6am",0.0287610619469027,"April","Monday",2018-04-08,2018,"April 2018",7765,8731.85714285714,10420.5,11175.4333333333,NA,NA,9,18.4285714285714,20.0714285714286,24.5,NA,NA,61,61.4285714285714,60.7142857142857,60.5333333333333
2018-04-10,10329,22,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:28:30","06:22:30",474,98,465,9,474,7.75,"10pm","6am",0.0193548387096774,"April","Tuesday",2018-04-08,2018,"April 2018",18019,9972.14285714286,10845.1428571429,11042.1333333333,NA,NA,43,22.1428571428571,21.4285714285714,21.6666666666667,NA,NA,60,61.1428571428571,60.7142857142857,60.5
2018-04-11,12507,31,61,NA,NA,NA,"16:01:41",1.78661,8.11592904998853,14.5,14.5,172,NA,NA,NA,"21:41:30","06:21:00",519,97,503,16,519,8.38333333333333,"9pm","6am",0.0318091451292246,"April","Wednesday",2018-04-08,2018,"April 2018",10329,9551.14285714286,10611.3571428571,10966.6333333333,NA,NA,22,19.5714285714286,20.6428571428571,21.3333333333333,NA,NA,60,60.8571428571429,60.7857142857143,60.5
2018-04-12,15915,35,61,NA,NA,NA,"10:16:29",2.182566,8.19371938046013,17.8833333333333,17.8833333333333,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","Thursday",2018-04-08,2018,"April 2018",12507,9506,10592,11205.4666666667,NA,NA,31,20.8571428571429,20.5714285714286,22.3,NA,NA,61,60.7142857142857,60.9285714285714,60.5333333333333
2018-04-13,18656,47,61,NA,NA,NA,"08:59:40",2.151075,8.18195553386098,17.6,17.6,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","Friday",2018-04-08,2018,"April 2018",15915,9774.71428571429,10641.4285714286,11390,NA,NA,35,20.2857142857143,21,22.9666666666667,NA,NA,61,60.7142857142857,61.0714285714286,60.6
2018-04-14,6555,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,62,2,64,NA,NA,NA,0.032258064516129,"April","Saturday",2018-04-08,2018,"April 2018",18656,12162.1428571429,10791.5,11736.0333333333,NA,NA,47,26.8571428571429,23.0714285714286,23.7333333333333,NA,NA,61,60.7142857142857,61.1428571428571,60.7
2018-04-15,9681,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:08:00","07:54:00",586,96,564,22,586,9.4,"10pm","7am",0.0390070921985816,"April","Sunday",2018-04-15,2018,"April 2018",6555,12820.8571428571,10814.5,11728.1,NA,NA,4,27.2857142857143,22.9285714285714,23.6666666666667,NA,NA,61,60.7142857142857,61.1428571428571,60.8
2018-04-16,14792,45,60,NA,NA,NA,"10:22:14",2.160955,8.22167359647316,17.7666666666667,17.7666666666667,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","Monday",2018-04-15,2018,"April 2018",9681,13094.5714285714,10913.2142857143,11844.4,NA,NA,2,26.2857142857143,22.3571428571429,23.5666666666667,NA,NA,60,60.5714285714286,61,60.8333333333333
2018-04-17,10474,23,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:39:00","06:20:30",521,99,514,7,521,8.56666666666667,"9pm","6am",0.0136186770428016,"April","Tuesday",2018-04-15,2018,"April 2018",14792,12633.5714285714,11302.8571428571,11750.6333333333,NA,NA,45,26.5714285714286,24.3571428571429,24.5,NA,NA,60,60.5714285714286,60.8571428571429,60.8666666666667
2018-04-18,13081,34,59,NA,NA,NA,"16:04:26",2.141668,8.16341904222939,17.5333333333333,17.4833333333333,171,NA,NA,NA,"22:11:00","06:22:00",491,98,479,12,491,7.98333333333333,"10pm","6am",0.0250521920668058,"April","Wednesday",2018-04-15,2018,"April 2018",10474,12654.2857142857,11102.7142857143,11625.6666666667,NA,NA,23,26.7142857142857,23.1428571428571,24.1333333333333,NA,NA,60,60.5714285714286,60.7142857142857,60.8666666666667
2018-04-19,12648,24,59,NA,NA,NA,"10:48:17",1.863418,8.15705332888273,15.2,15.2,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","Thursday",2018-04-15,2018,"April 2018",13081,12736.2857142857,11121.1428571429,11765.6333333333,NA,NA,34,27.1428571428571,24,24.5333333333333,NA,NA,59,60.2857142857143,60.5,60.8
