run_start_time,steps_exercise,fitbit_distance,calories,fitbit_elev_gain,avg_speed,pace,duration,active_duration,avg_hr,date
22:52:38,3480.0,2.483198,296,140.0,7.363684349258649,488.88570303294387,24.6,20.233333333333334,170.0,2018-11-29
22:51:09,3476.0,2.494563,293,131.000656,7.40959306930693,485.8566410228966,24.083333333333332,20.2,167.0,2018-11-30
21:54:50,3272.0,2.333125,278,116.000656,7.291015624999999,493.7583712831503,27.383333333333333,19.2,168.0,2018-12-12
18:00:20,3198.0,2.274542,286,122.001313,7.324106618962433,491.5275251017568,26.983333333333334,18.633333333333333,165.0,2018-12-13
21:36:07,3314.0,2.369556,274,130.0,7.3411373493975915,490.38722866224725,23.666666666666668,19.366666666666667,161.0,2018-12-17
21:46:15,3296.0,2.344216,260,122.998688,7.294016940363007,493.55520139782345,23.716666666666665,19.283333333333335,164.0,2018-12-19
21:13:22,3300.0,2.362087,277,123.999344,7.36234909090909,488.9743688526291,25.083333333333332,19.25,163.0,2018-12-20
19:36:55,2701.0,1.928786,223,87.998688,7.24048967674661,497.20394071711434,21.4,15.983333333333333,165.0,2019-01-07
22:06:36,3422.0,2.433743,283,137.998688,7.3073184320266895,492.65678422084824,25.05,19.983333333333334,163.0,2019-01-08
16:45:10,3260.0,2.311706,258,132.001313,7.236644869565218,497.4681036429373,26.3,19.166666666666668,158.0,2019-01-11
21:42:41,2849.0,2.013821,221,107.001312,7.235285029940121,497.5616005593347,22.183333333333334,16.7,160.0,2019-01-15
20:51:13,2931.0,2.073913,220,123.999344,7.305368688845401,492.78827028906227,25.35,17.033333333333335,159.0,2019-01-16
22:48:33,3366.0,2.40498,249,97.001312,7.368449361702128,488.56955151394186,25.333333333333332,19.583333333333332,154.0,2019-01-17
16:30:56,3047.0,2.165379,210,112.998688,7.417092673644149,485.3653794555133,24.216666666666665,17.516666666666666,149.0,2019-01-18
21:44:15,3160.0,2.250103,264,97.998688,7.363973454545454,488.86650966644635,23.933333333333334,18.333333333333332,158.0,2019-01-22
23:28:46,2960.0,2.121312,223,107.001312,7.49433091265947,480.36309604622045,21.866666666666667,16.983333333333334,154.0,2019-01-23
22:02:22,2668.0,1.911791,207,90.0,7.513589082969434,479.1318716324117,19.433333333333334,15.266666666666667,159.0,2019-01-24
22:31:37,3206.0,2.276325,252,120.0,7.3298479427549195,491.1425213886418,24.033333333333335,18.633333333333333,161.0,2019-01-28
23:28:53,3395.0,2.420819,286,133.999344,7.416977361702127,485.3729254438271,25.683333333333334,19.583333333333332,159.0,2019-01-30
23:43:21,3526.0,2.523712,278,123.999344,7.386474146341464,487.377323561484,24.733333333333334,20.5,158.0,2019-02-01
22:12:54,3331.0,2.382058,282,122.001313,7.373524333619948,488.2332839922454,25.25,19.383333333333333,158.0,2019-02-05
23:28:39,3101.0,2.205408,226,122.998688,7.364998886827458,488.7984445508496,22.85,17.966666666666665,152.0,2019-02-06
22:43:22,3467.0,2.472374,253,112.998688,7.386345560165975,487.3858081342063,24.75,20.083333333333332,151.0,2019-02-11
22:48:41,3687.0,2.635937,279,121.000656,7.390477570093458,487.11331112997004,25.933333333333334,21.4,148.0,2019-02-12
22:08:41,3243.0,2.31339,260,110.0,7.376620017714792,488.0283912353732,23.466666666666665,18.816666666666666,159.0,2019-02-15
22:13:02,3321.0,2.36894,252,127.001313,7.33922891566265,490.5147449914308,24.5,19.366666666666667,145.0,2019-02-19
22:12:22,3277.0,2.337493,234,120.0,7.414074713656388,485.5629514184642,24.5,18.916666666666668,148.0,2019-02-21
23:01:02,3316.0,2.370121,243,123.999344,7.393791681109186,486.89497287269296,23.65,19.233333333333334,144.0,2019-02-25
23:38:58,3281.0,2.333143,272,107.001312,7.354916637478109,489.46849807319995,24.266666666666666,19.033333333333335,156.0,2019-02-27
22:23:39,3408.0,2.438348,257,138.999344,7.483420971867008,481.06340850444644,23.183333333333334,19.55,148.0,2019-02-28
23:28:47,3362.0,2.401506,272,122.001313,7.414598284734134,485.5286640966127,25.083333333333332,19.433333333333334,151.0,2019-03-04
22:46:11,3303.0,2.351318,259,122.001313,7.2224784982935155,498.44385149095103,24.333333333333332,19.533333333333335,147.0,2019-03-06
22:46:08,3273.0,2.316925,234,122.998688,7.394441489361701,486.85218554765476,24.683333333333334,18.8,150.0,2019-03-07
22:53:40,2271.0,1.62368,171,83.999344,7.465195402298851,482.2378793851005,16.15,13.05,152.0,2019-03-08
22:41:19,2847.0,2.08611,236,112.998688,7.585854545454545,474.56749644074375,21.033333333333335,16.5,164.0,2019-03-13
21:10:39,3200.0,2.278108,257,102.998688,7.395120649233543,486.80747357017316,23.25,18.483333333333334,159.0,2019-03-14
20:33:54,3133.0,2.233078,297,111.000656,7.375303486238533,488.1155069370618,24.066666666666666,18.166666666666668,167.0,2019-03-25
15:37:13,3151.0,2.234525,184,116.000656,7.476105947955391,481.5341068012217,24.05,17.933333333333334,122.0,2019-03-26
13:58:49,3019.0,2.147782,223,116.000656,7.5581771260997055,476.3053233521838,24.3,17.05,133.0,2019-03-28
16:18:55,3050.0,2.163962,233,102.998688,7.377143181818182,487.9937817762049,25.616666666666667,17.6,142.0,2019-03-30
20:53:01,2962.0,2.095208,234,123.999344,7.35160701754386,489.6888518944181,24.733333333333334,17.1,142.0,2019-04-01
20:48:43,2878.0,2.048791,218,118.999344,7.480372819472616,481.2594354426586,20.966666666666665,16.433333333333334,149.0,2019-04-02
22:53:53,3364.0,2.399841,263,108.999344,7.403108483290488,486.2822161968231,27.45,19.45,147.0,2019-04-04
20:31:05,3223.0,2.286758,250,105.0,7.383254529147981,487.58985428278817,25.266666666666666,18.583333333333332,157.0,2019-04-08
21:26:15,3034.0,2.161328,214,120.0,7.452855172413794,483.0363554259233,23.4,17.4,150.0,2019-04-09
21:21:13,3194.0,2.276648,248,92.998688,7.471224065633545,481.8487530790882,22.966666666666665,18.283333333333335,151.0,2019-04-11
14:03:12,2719.0,1.936528,187,123.999344,7.528618574514039,478.1753736584237,22.366666666666667,15.433333333333334,143.0,2019-04-15
21:16:10,3023.0,2.151088,215,93.999344,7.4389210374639765,483.941149780948,24.05,17.35,153.0,2019-04-17
20:27:17,3116.0,2.219836,218,122.001313,7.433869395348837,484.27000913581,23.633333333333333,17.916666666666668,149.0,2019-04-18
12:31:56,3070.0,2.185971,218,95.0,7.596038223938223,473.9312644129314,25.433333333333334,17.266666666666666,138.0,2019-04-22
12:41:05,3095.0,2.208049,204,122.001313,7.570453714285714,475.53292522040954,23.783333333333335,17.5,148.0,2019-04-23
21:27:45,55.0,0.036804,7,0.0,6.309257142857144,570.5901532442125,0.38333333333333336,0.35,77.0,2019-04-25
21:28:39,3128.0,2.228051,239,106.000656,7.482260820895522,481.13799908529927,22.466666666666665,17.866666666666667,150.0,2019-04-25
19:35:08,3127.0,2.226622,205,121.000656,7.547871186440678,476.95567545816044,24.15,17.7,135.0,2019-04-26
18:56:42,3073.0,2.182784,218,103.999344,7.434269063386944,484.243974667214,25.7,17.616666666666667,136.0,2019-04-28
14:17:32,2768.0,1.959556,192,110.0,7.480807635206788,481.23146263745457,29.816666666666666,15.716666666666667,138.0,2019-04-29
20:43:39,2593.0,1.846237,183,95.0,7.368573392461197,488.5613277168641,22.816666666666666,15.033333333333333,139.0,2019-04-30
14:03:25,3100.0,2.211895,209,108.999344,7.58364,474.70607782014963,24.616666666666667,17.5,144.0,2019-05-02
18:56:34,3213.0,2.270217,220,102.998688,7.416316878402904,485.4161518480392,116.35,18.366666666666667,141.0,2019-05-03
13:19:12,2964.0,2.117745,180,117.998688,7.548398019801981,476.9223867840556,24.233333333333334,16.833333333333332,130.0,2019-05-06
20:03:17,3089.0,2.194031,214,122.998688,7.4796511363636355,481.3058703363809,26.283333333333335,17.6,145.0,2019-05-07
21:13:45,2864.0,2.039844,210,93.999344,7.570555051546392,475.52655987418643,21.6,16.166666666666668,144.0,2019-05-08
20:05:14,3162.0,2.249382,220,105.0,7.429151559633029,484.5775417425764,23.966666666666665,18.166666666666668,139.0,2019-05-09
20:56:02,3175.0,2.251873,216,130.0,7.451050367647058,483.1533572275169,26.9,18.133333333333333,137.0,2019-05-10
15:03:18,3079.0,2.18842,218,110.0,7.5535110258868645,476.59955584394226,23.416666666666668,17.383333333333333,146.0,2019-05-13
17:48:40,2923.0,2.08068,190,106.000656,7.505458917835672,479.6508833650537,22.133333333333333,16.633333333333333,138.0,2019-05-14
21:11:09,2851.0,2.030883,187,82.998688,7.498644923076925,480.0867405951007,21.466666666666665,16.25,139.0,2019-05-16
17:01:03,2723.0,1.917185,202,130.0,7.421361290322579,485.0862071213785,27.983333333333334,15.5,158.0,2019-05-20
17:03:13,3239.0,2.301261,228,105.0,7.416776723366159,485.386055732053,35.45,18.616666666666667,143.0,2019-05-21
16:45:01,3038.0,2.148782,240,102.001312,7.445250433108759,483.52973917316876,26.266666666666666,17.316666666666666,156.0,2019-05-22
18:19:12,3128.0,2.230517,252,102.998688,7.5824940509915,474.77782056805665,83.13333333333334,17.65,159.0,2019-05-23
17:41:21,3075.0,2.193993,244,105.0,7.5079608365019,479.491046689757,32.266666666666666,17.533333333333335,156.0,2019-05-24
13:23:25,3184.0,2.258057,265,112.001313,7.478385648574057,481.38731661778246,31.45,18.116666666666667,158.0,2019-05-28
15:44:15,3126.0,2.206713,244,122.001313,7.424454953271028,484.8840787179846,27.7,17.833333333333332,163.0,2019-05-29
15:57:22,3041.0,2.153374,245,92.001312,7.446826512968299,483.4274027642203,26.05,17.35,157.0,2019-05-30
15:17:03,3534.0,2.515671,297,106.000656,7.392992326530613,486.94761755412367,28.766666666666666,20.416666666666668,157.0,2019-05-31
